127.0.0.1 - - [28/May/2021:10:23:37 +0530] "GET / HTTP/1.1" 404 751
0:0:0:0:0:0:0:1 - - [28/May/2021:12:39:09 +0530] "GET /Customer/deletecustomer.jsp?id=17&name=kamal+gamage&email=kamal%40gmail.com&phone=0738463586&uname=cid002&pass=kamal123 HTTP/1.1" 200 984
0:0:0:0:0:0:0:1 - - [28/May/2021:12:39:13 +0530] "POST /Customer/delete HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:12:39:14 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:43:32 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:43:32 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:43:32 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:43:32 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:35 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:35 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:35 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:35 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:36 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:36 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:36 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:36 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:37 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:37 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:37 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:37 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:46 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:46 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:46 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:46 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:59 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:45:59 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:46:00 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:46:00 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:46:01 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:56:36 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:56:36 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:12:56:44 +0530] "POST /Customer/log HTTP/1.1" 200 1119
0:0:0:0:0:0:0:1 - - [28/May/2021:12:56:48 +0530] "GET /Customer/updatecustomer.jsp?id=20&name=kamal&email=kamal%40gmail.com&phone=0738463586&uname=cid002&pass=kamal123 HTTP/1.1" 200 934
0:0:0:0:0:0:0:1 - - [28/May/2021:12:56:53 +0530] "POST /Customer/update HTTP/1.1" 200 1131
0:0:0:0:0:0:0:1 - - [28/May/2021:12:56:55 +0530] "GET /Customer/deletecustomer.jsp?id=20&name=kamal+hhh&email=kamal%40gmail.com&phone=0738463586&uname=cid002&pass=kamal123 HTTP/1.1" 200 981
0:0:0:0:0:0:0:1 - - [28/May/2021:12:56:56 +0530] "POST /Customer/delete HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:12:56:58 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:56:59 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:12:57:34 +0530] "GET /Customer/customerinsert.jsp HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:13:06:09 +0530] "GET /Customer/customerinsert.jsp HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:13:06:09 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:13:39 +0530] "POST /Customer/log HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [28/May/2021:13:13:43 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:13:43 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:13:43 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:13:43 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:16:34 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:16:34 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:16:34 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:16:34 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:16:34 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:16:34 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:21:08 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:21:08 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:21:08 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:21:08 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:21:51 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:21:51 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:22:00 +0530] "POST /Customer/log HTTP/1.1" 200 1119
0:0:0:0:0:0:0:1 - - [28/May/2021:13:22:04 +0530] "GET /Customer/updatecustomer.jsp?id=23&name=kamal&email=kamal%40gmail.com&phone=0738463586&uname=cid002&pass=kamal123 HTTP/1.1" 200 934
0:0:0:0:0:0:0:1 - - [28/May/2021:13:22:10 +0530] "POST /Customer/update HTTP/1.1" 200 1140
0:0:0:0:0:0:0:1 - - [28/May/2021:13:22:12 +0530] "GET /Customer/deletecustomer.jsp?id=23&name=kamal+kumara&email=kamal%40gmail.com&phone=0738463586&uname=cid002&pass=kamal123 HTTP/1.1" 200 984
0:0:0:0:0:0:0:1 - - [28/May/2021:13:22:14 +0530] "POST /Customer/delete HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:13:22:16 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:31:12 +0530] "POST /Customer/log HTTP/1.1" 200 1119
0:0:0:0:0:0:0:1 - - [28/May/2021:13:32:10 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:32:12 +0530] "GET /Customer/customerinsert.jsp HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:06 +0530] "POST /Customer/insert HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:12 +0530] "POST /Customer/insert HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:18 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:18 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:18 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:18 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:19 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:19 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:19 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:19 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:44 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:33:45 +0530] "GET /Customer/customerinsert.jsp HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:02 +0530] "POST /Customer/insert HTTP/1.1" 200 337
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:05 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:12 +0530] "POST /Customer/log HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:19 +0530] "POST /Customer/log HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:34 +0530] "POST /Customer/log HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:39 +0530] "POST /Customer/log HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:44 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:44 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:44 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:44 +0530] "GET /Customer/images/pic1.jpg HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:34:50 +0530] "POST /Customer/log HTTP/1.1" 200 1013
0:0:0:0:0:0:0:1 - - [28/May/2021:13:35:01 +0530] "POST /Customer/log HTTP/1.1" 200 1013
0:0:0:0:0:0:0:1 - - [28/May/2021:13:35:14 +0530] "POST /Customer/log HTTP/1.1" 200 1013
0:0:0:0:0:0:0:1 - - [28/May/2021:13:35:18 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:35:20 +0530] "GET /Customer/customerinsert.jsp HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:13:36:14 +0530] "POST /Customer/insert HTTP/1.1" 200 337
0:0:0:0:0:0:0:1 - - [28/May/2021:13:36:14 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:36:16 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:36:24 +0530] "POST /Customer/log HTTP/1.1" 200 1134
0:0:0:0:0:0:0:1 - - [28/May/2021:13:36:28 +0530] "GET /Customer/updatecustomer.jsp?id=54&name=K.L.W.Kumara&email=kumara%40gmail.com&phone=0785463262&uname=uid001&pass=ka123 HTTP/1.1" 200 939
0:0:0:0:0:0:0:1 - - [28/May/2021:13:36:47 +0530] "POST /Customer/update HTTP/1.1" 200 1155
0:0:0:0:0:0:0:1 - - [28/May/2021:13:36:59 +0530] "GET /Customer/deletecustomer.jsp?id=54&name=K.L.W.Kumara+Perera&email=kumara%40gmail.com&phone=0767482563&uname=uid001&pass=ka123 HTTP/1.1" 200 989
0:0:0:0:0:0:0:1 - - [28/May/2021:13:37:00 +0530] "POST /Customer/delete HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:13:37:39 +0530] "POST /Customer/insert HTTP/1.1" 200 160
0:0:0:0:0:0:0:1 - - [28/May/2021:13:37:50 +0530] "POST /Customer/insert HTTP/1.1" 200 337
0:0:0:0:0:0:0:1 - - [28/May/2021:13:37:52 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:37:59 +0530] "POST /Customer/log HTTP/1.1" 200 1116
0:0:0:0:0:0:0:1 - - [28/May/2021:13:38:06 +0530] "GET /Customer/deletecustomer.jsp?id=55&name=kumara&email=kumara%40gmail.com&phone=0769836373&uname=uid005&pass=ka123 HTTP/1.1" 200 976
0:0:0:0:0:0:0:1 - - [28/May/2021:13:38:07 +0530] "POST /Customer/delete HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:13:38:10 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:38:11 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:38:34 +0530] "POST /Customer/log HTTP/1.1" 200 630
0:0:0:0:0:0:0:1 - - [28/May/2021:13:53:46 +0530] "POST /Customer/log HTTP/1.1" 200 1013
0:0:0:0:0:0:0:1 - - [28/May/2021:13:53:46 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:53:48 +0530] "GET /Customer/deletecustomer.jsp?id=53&name=a&email=a&phone=a&uname=uid005&pass=1 HTTP/1.1" 200 943
0:0:0:0:0:0:0:1 - - [28/May/2021:13:53:50 +0530] "POST /Customer/delete HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:13:53:52 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:13:53:52 +0530] "GET /Customer/images/pic3.png HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:13:53:54 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:14:05:21 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:14:05:22 +0530] "GET /Customer/customerinsert.jsp HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:14:06:45 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:14:09:28 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:14:09:30 +0530] "GET /Customer/customerinsert.jsp HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:14:09:42 +0530] "POST /Customer/insert HTTP/1.1" 200 337
0:0:0:0:0:0:0:1 - - [28/May/2021:14:09:44 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:14:09:50 +0530] "POST /Customer/log HTTP/1.1" 200 1031
0:0:0:0:0:0:0:1 - - [28/May/2021:14:09:52 +0530] "GET /Customer/deletecustomer.jsp?id=56&name=sdsds&email=ddfcd&phone=1223&uname=a&pass=1 HTTP/1.1" 200 949
0:0:0:0:0:0:0:1 - - [28/May/2021:14:09:53 +0530] "POST /Customer/delete HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:14:09:55 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:14:13:37 +0530] "GET /Customer/customerinsert.jsp HTTP/1.1" 200 837
0:0:0:0:0:0:0:1 - - [28/May/2021:14:13:37 +0530] "GET /Customer/style.css HTTP/1.1" 304 -
0:0:0:0:0:0:0:1 - - [28/May/2021:14:14:34 +0530] "POST /Customer/insert HTTP/1.1" 200 337
0:0:0:0:0:0:0:1 - - [28/May/2021:14:14:42 +0530] "GET /Customer/login.jsp HTTP/1.1" 200 770
0:0:0:0:0:0:0:1 - - [28/May/2021:14:14:52 +0530] "POST /Customer/log HTTP/1.1" 200 1134
0:0:0:0:0:0:0:1 - - [28/May/2021:14:15:03 +0530] "GET /Customer/updatecustomer.jsp?id=57&name=K.L.W.Kumara&email=kumara%40gmail.com&phone=0785463565&uname=uid001&pass=ka123 HTTP/1.1" 200 939
0:0:0:0:0:0:0:1 - - [28/May/2021:14:15:17 +0530] "POST /Customer/update HTTP/1.1" 200 1155
0:0:0:0:0:0:0:1 - - [28/May/2021:14:15:19 +0530] "GET /Customer/updatecustomer.jsp?id=57&name=K.L.W.Kumara+Perera&email=kumara%40gmail.com&phone=0785463565&uname=uid001&pass=ka123 HTTP/1.1" 200 946
0:0:0:0:0:0:0:1 - - [28/May/2021:14:15:35 +0530] "POST /Customer/update HTTP/1.1" 200 1140
